Norway_008845,1 493.99907999999994 1725.9996985 552.99924 1802.9996214999999
Norway_009922,1 126.99862300000001 1535.999452 695.998793 1988.999402
Norway_009151,1 317.9992915 1352.0002405 861.9975525 1641.9998074999999 1 8.000756599999988 1454.0012565 663.9994096 1739.0003734999998 1 952.0015105 1498.000114 1547.0017715000001 1997.000122
Norway_009235,1 -0.0008080000000063592 1263.0003649999999 489.000792 1520.0005149999997
Norway_010158,1 1517.000225 1935.9997411999998 1555.0003749999998 1983.9998108 4 1340.0013225000002 1276.0006238 1460.0012775 1306.0006162 1 1571.0016464999999 1486.9998822 1601.0016535 1570.9999018 1 1448.000625 1797.9991834000002 1485.000675 1866.9991046 1 1546.999575 1884.0004834 1584.999725 1974.0004606
Norway_010136,2 626.9985515000001 1449.9998759999999 1614.0001845 1540.999902 1 1504.0010745499999 1539.00084455 1733.0011474499997 1655.0008754500002 1 4.0000140000000215 1478.9994244999998 327.0000516 1682.9994155 1 299.00159295000003 1514.999603 629.0016550500001 2024.000511 1 379.00078005 1472.9994968 550.00064995 1600.9995872
Norway_008688,2 12.999316899999997 1616.00042695 491.0009899 1705.00047705
Norway_010003,1 1919.0007055500002 1520.000053 2140.0007504500004 1735.999083
Norway_008920,2 1249.0010928000002 1499.9994776 1407.0009172 1617.9994844 1 1427.0006229 1389.9997826000001 1518.0005771 1508.9998794 1 421.9996555 1320.9994915 1109.0002385 1652.9987565 1 1270.00025555 1480.00043295 1479.0002584499998 1613.00036105 1 356.00142815000004 1803.00031665 448.00138585 1878.0003313500001
Norway_008679,1 916.998625 1386.0007322 1027.998775 1487.0006998000001 1 267.99924250000004 1343.0002866 593.9993575 1464.0003854000001 1 0.0 1498.9991842000002 355.99983000000003 1696.9992158000002
Norway_009589,2 1261.00022405 1702.99927655 1436.00010795 1772.9992494500002 1 1567.0011129 1280.9999735 1658.0010671 1489.0003245
Norway_008804,1 954.0016996500001 1739.0013940000001 1056.00169235 1958.000694 1 1539.99828615 1790.0008815 1651.99831385 2028.9999404999999 1 1527.0009729 1368.9991171999998 1586.0008151 1468.9991367999999 1 1464.999717645 1275.99982965 1496.999720355 1350.99984435 1 1062.9995310499999 1104.0003715 1325.99972295 1352.0002405000002
Norway_008988,1 937.0016401500001 1220.9994719000001 1013.0015418500001 1261.9994881000002 1 1565.9994700500001 1394.9992120999998 1812.99960595 1535.9992479 2 -0.0007286000000021886 1511.9995370999998 402.0006784 1651.9994829 2 903.9995210000001 2007.00051175 1316.000963 2041.00051025 1 942.0011112000001 1283.999223 1273.0011768000002 1874.9993470000002
Norway_009763,1 701.998278 1072.999741 865.9984420000001 1154.999659 1 1088.998968 1064.999749 1152.999032 1142.999671
Norway_009931,1 1473.999252 1367.0010750000001 1630.999308 1597.000845
Norway_008971,1 2042.0007717499998 1945.9995119500002 2085.00092225 2034.9995620500001 1 1807.9983134 1492.0010027 1932.9983865999998 1659.0009293 1 1540.00010765 1180.0007823500002 1634.00007235 1287.00081965 1 1640.9995503999999 1307.99964815 1701.9993995999998 1405.9996918499999 1 2001.9982637999997 1741.0005534999998 2179.9981581999996 1992.0006925
Norway_009361,1 1183.9997724000002 1860.9999239 1252.9996496 2039.0000241
Norway_008212,1 1669.9996519 1468.0006796 1824.9998300999998 1585.0005964 1 1901.9990066999999 1651.0006175 2258.9991633 2033.0003005 1 976.00068375 1393.0004608 1015.0008202500001 1430.0005252 1 997.9993035500001 1245.9989665500002 1170.99918045 1406.99896545 1 273.00059120000003 1803.99908 544.0004468 2033.99937
Norway_009157,1 1319.998492 1170.9998464999999 1375.9985479999998 1253.9997635
Norway_009625,2 655.9988050000001 1495.0006091999999 852.9987950000001 1522.0006227999997 1 446.99889249999995 1987.0007094 479.9989074999999 2039.0006826000001 2 516.9989575000001 1573.0003645999998 774.9988425 1732.0004674 2 567.9984 1977.0008482 1001.998 2044.0009198 2 1216.001515 1605.0000022 1517.0016850000002 1765.0000298
Norway_009880,1 1432.99864025 1113.99933255 1473.99878375 1183.99930545
Norway_009252,1 1216.99970575 1442.0001765000002 1259.99985625 1510.0001735 1 1565.0000676449997 1701.0004232000001 1601.000084355 1801.0004428000002 1 797.0009679999998 1072.0005529999999 1198.00055 1296.0003029999998
Norway_008169,1 598.0002715 1286.0004235000001 1108.0020565 1808.0004605 1 1031.9992404000002 1131.9992177000001 1176.9993836 1207.9991183 1 375.99949449999997 1477.0012855 963.9979095 1992.0006924999998 1 493.00081475 1963.00042965 544.00099325 2037.00035435 1 926.0016016499999 1629.99944185 988.0014543499999 1712.99936015
Norway_008282,2 847.00014 1909.9991075 1296.0017 1944.9990725 4 1224.0004159999999 1918.000524 1352.000544 1986.0004560000002
Norway_010088,1 1583.999625 1202.0010785999998 1620.999675 1260.0010094 1 1556.0017525 1122.9999676 1619.0018475 1258.9999604000002
