Norway_008845.jpg,1 474.000272 1696.00064425 591.000288 1818.00072575
Norway_009151.jpg,1 3.0000104999999166 1410.000358 778.9990835 1818.0003399999998 1 877.9994300000001 1523.9993924999999 1526.99988 2040.9989795000001
Norway_009391.jpg,1 1380.99926 1286.0009524999998 1904.9993800000002 2035.0010175
Norway_009235.jpg,1 711.9980860000001 1085.9999315 842.997914 1148.9998685 1 1.0003040000000283 1258.9995549999999 534.999424 1565.999655
Norway_009533.jpg,1 1111.99860965 1433.000387 1265.99878435 1896.001237 1 1153.0005746499999 1421.0003275 1267.0006093499999 1673.0005565000001 1 1449.00161065 1308.9994319999998 1551.0016033499999 1619.998848
Norway_010158.jpg,1 1517.0013199999999 1893.9998335999999 1575.00128 1991.9998224 1 1572.0014545 1513.9996914 1596.0014455 1569.9997726 1 1493.00105525 1992.0000268000001 1521.0010447500001 2041.0000212000002 1 1540.9991575 1883.9997680000001 1581.9992425 1980.999832 1 1448.0008075 1804.9992702 1488.0007925 1867.9992338000002
Norway_010136.jpg,1 1556.9992564 1616.000529 1697.9993856 1941.001205 1 1033.9992474 1197.0005775 1170.9993626 1406.0010185 1 1330.0013763 1488.0006427 1510.0012777 1655.0005693 1 0.9998213499999906 1490.0004145 332.99989045 1704.0013055000002 1 1326.99918 1478.000355 1735.000608 1943.0013849999998
Norway_008688.jpg,1 3234.00057215 532.9999044499999 3290.00040385 689.99995155
Norway_010003.jpg,1 1913.9997773 1525.9995724999999 2129.9998047 1736.0001035
Norway_008920.jpg,1 554.0012104 1927.00086345 655.0011996000001 2038.0008525500002 1 1316.99932715 1254.0004009000002 1376.9991728500001 1385.0003531 2 1210.0000455499999 1473.0005173 1398.99997845 1533.0006107 1 260.00091 1353.9994000000002 1009.00171 1797.99854 1 411.9992562 1375.9997471999998 718.9992378 1521.9998248
Norway_008679.jpg,1 437.0000825000001 1342.9990602 586.0000175 1409.9991318 1 354.99973000000006 1340.0002055999998 588.9997700000001 1438.0001944 1 0.9997349999999869 1500.9995448 373.000435 1697.9994471999998
Norway_009589.jpg,1 1564.99910225 1280.9995652999999 1609.9992597500002 1384.9995367 1 1564.0011024 1273.9993435 1657.0010636000002 1477.9993345
Norway_008804.jpg,1 1452.0016211500001 1251.9994044999999 1584.00171885 1501.9994535 1 1538.00010065 1782.0001615 1672.00020535 2039.0008404999999 1 1493.9983072999999 1457.0005059999999 1657.9981527 2039.99991
Norway_008988.jpg,1 3.0001926500000025 1493.00017425 297.00012875000004 1641.00022775 1 1400.00143915 1257.9998424500002 1460.00128485 1459.9998575500001 1 1242.0017969 1095.9996514999998 1301.0016391 1209.9997064999998 1 1326.0002694 1332.999551 1427.0002586 2023.000421 1 1614.00036665 1504.0006540000002 1700.00030335 1639.000558
Norway_009763.jpg,1 1078.0012800000002 1063.9999535 1158.00136 1140.9998764999998
Norway_009931.jpg,1 1419.0011160000001 1304.0005275 1629.0011240000001 1610.0014425000002
Norway_008971.jpg,1 345.9993895 1218.0004265000002 969.9979304999999 1471.0007455 1 1641.9986431500001 1311.0000201999999 1705.99850285 1409.9999498 1 1986.0000293 1743.0007335 2206.0000707 2035.0004804999999 1 1551.0003283 1182.000248 1723.0002017000002 1411.000448 1 1802.9982959 1482.00061295 1921.9983481 1661.0005990500001
Norway_009361.jpg,1 1182.0015869 1863.00000185 1257.0014851 2038.0000361500001
Norway_008212.jpg,1 993.9992895500002 1247.9991465500002 1166.99916645 1409.99923545 1 1675.0005801500001 1470.9993168 1767.00053785 1552.9993492000003 1 269.9987592 1809.99962 540.9986148 2037.99973
Norway_009157.jpg,1 1314.001516 1161.9996520000002 1381.001684 1255.9995580000002
Norway_009625.jpg,1 442.99904000000004 1984.999429 485.99896 2041.9994350000002 2 3.9996699999999805 1733.999806 558.0003199999999 1956.00069 1 143.000065 1609.9991152 296.000035 1708.9990288000001 1 538.99915 1820.0007993999998 683.99905 1965.0007286 1 507.0012425 1567.9995142 760.0013575 1727.9995418
